RelSpeed,InducedVertBreak,HorzBreak,SpinRate,Tilt,TaggedPitchType
82.82048,1.20421,-3.01638,2324.233753,9.0,Cutter
82.2848,0.4022,-3.37185,2462.169967,8.3,Cutter
86.47028,20.73812,10.59406,2249.793398,1.0,Fastball
87.88273,21.11505,11.96367,2274.48244,1.0,Fastball
87.4098,21.19076,11.43583,2351.04228,1.0,Fastball
83.04182,0.59024,-3.0048,2475.289579,8.3,Cutter
88.06123,19.76088,12.09713,2209.240531,1.0,Fastball
83.91409,0.33913,14.95898,1417.568104,3.15,ChangeUp
82.79757,-1.66713,-2.3889,2545.364077,7.15,Cutter
87.98277,16.20816,13.02808,2012.044544,1.15,Fastball
87.90732,22.34442,7.39158,2100.426865,12.45,Fastball
81.88751,8.19926,-4.83811,2495.599046,10.45,Cutter
81.65604,8.46796,-2.95091,2448.741381,11.15,Cutter
80.30619,8.66741,-4.23862,2355.556731,11.0,Cutter
73.35061,2.44815,-21.03292,2362.797026,9.0,Slider
74.31899,1.3061,-15.7995,2417.326219,9.0,Slider
78.8083,8.76595,-3.14524,2442.419888,11.15,Cutter
87.56914,14.91828,12.23788,2091.257778,1.3,Fastball
81.69247,7.60189,1.45524,2407.51901,12.3,Cutter
73.86449,-0.32823,-22.64277,2451.097144,8.45,Slider
80.14274,5.74457,-2.31488,2525.041747,11.0,Cutter
75.95531,1.80626,-20.65615,2379.095264,9.0,Slider
79.70901,7.1215,-3.78725,2405.39454,11.0,Cutter
84.6994,12.26977,13.30426,2001.457924,1.45,Fastball
79.90923,8.81851,1.06795,2378.660952,12.15,Cutter
78.14759,3.20555,-7.20154,2526.249883,9.3,Slider
72.38352,2.00807,-22.53824,2344.856104,9.0,Slider
78.87147,3.73583,-1.9837,2383.07573,10.45,Cutter
77.04358,6.71296,-1.47591,2364.992771,11.3,Slider
85.34128,18.76131,-16.96603,1950.20482,10.3,Fastball
76.92012,6.68264,10.21367,2276.855398,2.0,Slider
75.58562,5.84937,12.6639,2226.134226,2.15,Slider
87.27586,12.74957,-22.07044,2078.695602,10.0,Fastball
88.37603,11.01603,-24.08356,2027.59557,9.45,Fastball
87.25489,21.07056,-20.11651,2080.994186,10.3,Fastball
87.79458,22.13013,-15.54237,2061.70049,10.45,Fastball
80.12977,-3.49366,-17.74753,1382.466675,8.3,ChangeUp
86.9101,14.12544,-15.36717,2171.59515,10.15,Fastball
74.77365,10.72111,5.48492,2256.687314,1.0,Slider
77.10011,3.86303,6.46941,2431.840856,2.3,Slider
87.18345,16.47363,-16.82182,2188.077596,10.3,Fastball
77.23614,1.59973,5.91796,2367.397302,3.0,Slider
87.75986,13.19414,-18.16651,2083.03215,10.0,Fastball
86.76284,14.3104,-17.43969,2084.509765,10.15,Fastball
87.38012,14.25957,-16.25284,2205.013115,10.15,Fastball
87.98987,17.30363,-16.90548,2115.712234,10.3,Fastball
86.6105,15.87269,-15.15682,2171.508263,10.3,Fastball
87.43456,18.02588,-14.87942,2234.640483,10.3,Fastball
88.7253,19.82229,-6.63705,2256.989745,11.15,Fastball
87.40833,16.56477,-12.23418,2095.650429,10.45,Fastball
88.21372,16.64021,-12.72111,2030.939551,10.45,Fastball
88.23961,16.26052,-13.71414,2068.373106,10.3,Fastball
82.97669,12.44355,-15.29379,1680.543481,10.15,ChangeUp
86.71359,11.98347,-17.21284,2071.574272,10.0,Fastball
87.04509,14.27753,-12.01402,2114.185566,10.3,Fastball
87.52171,13.58702,-12.49449,2123.113343,10.3,Fastball
73.25008,0.61595,5.54792,2074.041328,3.3,Slider
87.84575,13.34284,-14.23383,2052.609122,10.15,Fastball
85.41195,15.99438,-9.75709,2129.933065,11.0,Fastball
86.12037,15.34662,-8.43579,2104.427543,11.0,Fastball
79.39834,1.9976,8.51178,2207.730697,2.45,Slider
77.29091,-3.89166,5.97378,2106.611345,4.3,Slider
73.99389,4.57918,4.07878,2027.518008,1.45,Slider
87.44183,18.93784,-6.37705,2252.687888,11.15,Fastball
87.23327,18.11993,-4.39103,2255.074678,11.3,Fastball
86.15928,14.81418,-13.07375,2082.387429,10.3,Fastball
86.76727,18.02595,-8.78044,2199.192911,11.0,Fastball
82.73529,6.69445,-13.76162,1738.601257,9.45,ChangeUp
86.39486,18.00922,-11.9593,2035.079212,10.45,Fastball
86.9096,11.79091,-14.17981,2050.412871,10.15,Fastball
86.66649,10.66945,-13.66485,2072.327537,10.15,Fastball
86.30111,12.90965,-12.16591,2074.423108,10.3,Fastball
85.63579,16.07902,-9.06004,2081.176141,11.0,Fastball
80.95328,10.87745,-14.59784,1554.603487,10.0,ChangeUp
85.26702,12.59737,-15.98536,1991.180246,10.15,Fastball
85.92234,17.55985,-15.28001,2164.200977,10.3,Fastball
80.12979,10.6713,3.19299,2152.267117,12.3,Slider
85.63732,13.43186,-14.51422,2018.297748,10.15,Fastball
85.11801,14.40591,-15.74572,2089.760168,10.15,Fastball
86.51485,16.0919,-11.48394,2101.565641,10.45,Fastball
86.50792,12.12229,-15.53024,2021.034656,10.15,Fastball
85.08378,16.21603,-12.16946,2050.457856,10.45,Fastball
86.45394,14.09359,-15.23446,2081.400118,10.15,Fastball
85.00744,15.24517,-12.37946,2075.329552,10.3,Fastball
85.82927,17.3108,-7.82548,2257.766017,11.15,Fastball
80.40099,11.16949,-11.66327,1699.943158,10.15,ChangeUp
84.70219,10.85386,-12.54528,2054.966316,10.15,Fastball
85.11536,7.63634,-11.12654,2002.847532,10.0,Fastball
72.18778,4.69146,8.67111,2036.178535,2.15,Slider
85.95139,17.31584,-4.58819,2216.653438,11.3,Fastball
72.12937,4.00173,5.34607,1982.477541,2.15,Slider
71.9252,-0.30614,11.91973,2069.034296,3.15,Slider
86.32019,17.47359,-6.96284,2196.639596,11.15,Fastball
81.69755,9.6428,-8.44044,1662.515745,10.3,ChangeUp
81.56811,10.46705,-12.75969,1749.020979,10.15,ChangeUp
85.43366,19.2693,-1.78602,2168.21033,11.45,Fastball
84.81817,12.67442,-3.56425,2034.042973,11.3,Fastball
85.47547,9.83004,-15.13934,1973.182737,10.0,Fastball
82.11167,7.90012,-11.66556,1658.148835,10.0,ChangeUp
85.48859,18.35257,-15.2408,2076.787834,10.3,Fastball
85.32697,14.63839,-6.3867,2141.089229,11.15,Fastball
80.68578,10.39666,-10.48497,1570.494796,10.15,ChangeUp
84.83715,15.28761,-10.82032,2037.977416,10.45,Fastball
79.87264,7.84993,7.27898,2173.77157,1.3,Slider
84.66412,17.55725,-8.9304,2052.101411,11.0,Fastball
84.95327,14.21414,-13.60213,2045.214948,10.3,Fastball
77.67374,2.22929,6.90402,2165.829898,2.45,Slider
85.50388,18.62733,-3.36449,2170.097393,11.45,Fastball
73.03803,2.89012,7.19756,2094.097224,2.45,Slider
85.68294,14.59528,-8.41347,2047.091113,11.0,Fastball
79.06501,10.50906,-9.81914,1644.330286,10.3,ChangeUp
82.58348,14.44997,-10.65733,1714.844891,10.45,ChangeUp
85.93681,7.69024,-12.57166,1998.030971,10.0,Fastball
84.79885,9.68752,-16.08871,1931.2629,10.0,Fastball
85.5329,10.1904,-17.15343,2049.838099,10.0,Fastball
80.30884,8.96926,-16.61698,1641.601733,9.45,ChangeUp
84.68181,13.94028,-12.29757,1975.415029,10.3,Fastball
87.68955,11.66221,-17.91832,2054.291263,10.0,Fastball
88.15808,13.74883,-22.3595,2087.102949,10.0,Fastball
87.82152,13.10414,-23.26718,2048.801405,10.0,Fastball
89.47276,12.86607,-19.04851,2263.413031,10.0,Fastball
81.68652,3.99315,-18.26249,1569.435852,9.15,ChangeUp
83.05522,4.63551,-17.35611,1528.086892,9.15,ChangeUp
88.73189,11.95402,-16.38816,2140.337318,10.0,Fastball
83.3132,2.71831,-13.1978,1622.20942,9.15,ChangeUp
88.74984,12.38154,-17.61249,2176.999581,10.0,Fastball
89.21136,10.18524,-14.18261,2159.388986,10.0,Fastball
88.54967,15.82021,-11.99064,2121.805956,10.45,Fastball
87.69655,10.12552,-17.97572,2068.789543,10.0,Fastball
84.87622,9.70028,-2.36949,2033.239888,11.3,Fastball
88.05341,10.85501,-19.28178,2185.506591,10.0,Fastball
89.71779,14.39595,-17.36143,2210.643314,10.15,Fastball
88.45403,11.81064,-16.71005,2183.020454,10.0,Fastball
88.67475,12.11863,-14.96922,2172.485046,10.15,Fastball
82.46871,0.49012,-16.74052,1544.300666,9.0,ChangeUp
79.87016,4.78048,-17.53654,1391.488643,9.15,ChangeUp
81.00223,2.73512,-19.34218,1551.38759,9.15,ChangeUp
89.04515,14.46619,-20.14788,2168.458554,10.0,Fastball
81.07787,8.31056,-15.60139,1478.200318,9.45,ChangeUp
89.03675,13.17764,-16.96706,2142.469539,10.15,Fastball
88.45914,12.15469,-16.27056,2159.338615,10.15,Fastball
88.05145,15.16292,-16.94135,2144.498888,10.15,Fastball
81.08395,0.60807,-10.49012,1432.74778,8.45,ChangeUp
86.57975,11.66658,-19.63517,2126.099494,10.0,Fastball
87.78319,17.69997,-20.44643,2223.044403,10.15,Fastball
88.56888,12.03733,-18.47359,2206.130763,10.0,Fastball
88.31409,13.36985,-15.78001,2240.594885,10.15,Fastball
85.89233,10.90138,-8.26166,2063.089103,10.45,Fastball
89.56144,11.9432,-18.02525,2301.785567,10.0,Fastball
88.19517,12.31902,-15.09658,2317.484087,10.15,Fastball
80.84003,2.30665,-12.15375,1516.728464,9.15,ChangeUp
80.79254,1.02248,-12.93418,1640.635813,9.0,ChangeUp
80.4947,2.68197,-12.2789,1585.520404,9.15,ChangeUp
89.0712,9.5863,-17.60654,2190.518082,9.45,Fastball
87.57804,14.10733,-18.90119,2166.344275,10.15,Fastball
87.89794,8.93213,-17.1695,2237.417286,9.45,Fastball
81.73378,9.05067,-16.91084,1585.82028,9.45,ChangeUp
88.44277,15.3208,-18.16068,2219.733024,10.15,Fastball
89.52488,9.25083,-17.48312,2284.187383,9.45,Fastball
89.19032,14.46068,-16.26434,2195.154466,10.15,Fastball
90.37423,19.0008,-5.5678,2162.898209,11.3,Fastball
91.33788,18.22623,-3.68122,2098.961441,11.3,Fastball
84.0317,3.42729,5.01733,2226.666576,2.15,Cutter
90.91948,16.87525,-7.37493,2038.669133,11.15,Fastball
90.22893,11.2689,-7.90933,2064.519709,10.45,Fastball
83.78919,0.55835,7.71461,2383.778991,3.15,Cutter
91.8993,16.40485,-8.33119,2144.192283,11.0,Fastball
91.64586,19.2397,-5.5889,2288.282947,11.3,Fastball
90.25404,12.63938,-12.74253,2198.36137,10.3,Fastball
76.83352,-1.39591,14.79454,2320.367325,3.15,Slider
84.1662,1.69764,5.81469,2367.854884,2.45,Cutter
89.81242,18.96273,-6.5391,2133.478986,11.15,Fastball
89.21027,15.77619,-10.37816,2140.137456,10.45,Fastball
84.61794,5.40213,2.50095,2340.567253,1.0,Cutter
90.46655,16.45217,-11.12083,2289.565741,10.45,Fastball
91.57618,18.13592,-11.43103,2304.260314,10.45,Fastball
91.00577,19.08206,-11.11607,2350.049539,11.0,Fastball
90.37816,19.72627,-10.18217,2190.804216,11.0,Fastball
88.62946,14.44871,-9.69453,2058.831896,10.45,Fastball
90.45152,14.99406,-12.53847,2020.283031,10.3,Fastball
84.94909,6.97693,2.86788,2237.553841,1.0,Cutter
84.60871,6.62839,9.41012,2293.439283,2.0,Cutter
88.32935,13.58005,-12.23327,1985.752281,10.3,Fastball
89.66482,16.33678,-11.25087,2242.298434,10.45,Fastball
83.39777,3.16012,5.38709,2343.762846,2.3,Cutter
81.94459,10.54564,-6.70965,1542.910836,10.45,ChangeUp
89.86774,16.35615,-11.0639,2193.537187,10.45,Fastball
82.7875,14.11438,-9.74642,1546.128585,10.45,ChangeUp
91.23965,19.91592,-10.79973,2256.098471,11.0,Fastball
90.13031,20.62481,-10.65634,2254.811419,11.0,Fastball
84.24668,8.26878,7.13701,2351.860527,1.3,Cutter
89.30024,17.81151,-14.03288,2282.421307,10.45,Fastball
89.25111,19.58257,-9.70737,2183.831335,11.0,Fastball
89.48391,17.66131,-13.03946,2203.477197,10.45,Fastball
90.22496,21.07155,-12.06469,2281.709024,11.0,Fastball
89.93765,15.36619,-8.65272,2064.58703,11.0,Fastball
89.03041,15.68217,-12.02453,2042.486124,10.45,Fastball
84.04827,8.76737,8.1289,2353.536088,1.3,Cutter
90.92128,16.2441,-12.78953,2283.348135,10.45,Fastball
91.00228,12.99631,-13.45729,2036.165525,10.15,Fastball
89.06725,15.74469,-12.13457,1980.003749,10.45,Fastball
83.11915,5.68677,7.10028,2284.542018,2.0,Cutter
90.47472,14.23178,-10.72595,1874.517708,10.45,Fastball
83.56695,4.9754,1.67461,2294.022937,12.45,Cutter
88.74625,18.89155,-11.01792,2181.965545,11.0,Fastball
82.43207,1.00433,5.08284,2285.657611,3.15,Cutter
89.6601,16.65694,-15.5921,2167.869647,10.3,Fastball
90.46426,18.50926,-7.91185,2049.827629,11.15,Fastball
89.67863,19.46596,-9.97835,2092.86999,11.0,Fastball
90.18971,15.51347,-12.5893,2022.971871,10.3,Fastball
90.65187,18.2232,-14.73627,2265.062833,10.45,Fastball
90.77234,15.22387,-14.4328,2286.677506,10.3,Fastball
83.18937,9.1804,-11.96205,1482.21199,10.0,ChangeUp
82.70762,13.99902,-13.59442,1637.87285,10.3,ChangeUp
83.9187,8.44437,-14.68607,1666.29178,9.45,ChangeUp
82.10099,15.54434,-12.20883,1584.522119,10.3,ChangeUp
86.54133,8.505,6.11343,2277.514153,1.15,Cutter
90.92714,17.28662,-13.45587,2251.366496,10.45,Fastball
90.34618,17.40989,-11.89111,2307.63508,10.45,Fastball
84.44973,6.27626,6.65898,2350.204044,1.45,Cutter
89.64142,20.64556,-11.87186,2221.496383,11.0,Fastball
83.3177,8.19619,6.72311,2289.54156,1.3,Cutter
88.69713,18.6608,-9.66745,2200.521497,11.0,Fastball
90.48277,19.65182,-12.00717,2318.979268,11.0,Fastball
83.38725,19.48536,-8.65186,1478.549605,11.15,ChangeUp
87.51928,17.0882,-11.11142,2109.47422,10.45,Fastball
82.81424,11.8669,-10.73442,1473.110108,10.3,ChangeUp
89.82773,18.62655,-9.27481,2033.367131,11.0,Fastball
84.89028,8.83079,4.03504,2292.488921,1.0,Cutter
85.195,12.24449,-3.0654,2331.324435,11.3,Cutter
87.27644,16.96036,3.45776,2230.524583,12.3,Fastball
86.39685,15.56115,-0.62744,2230.871049,12.0,Fastball
82.75586,21.93403,15.1345,1080.844324,1.15,ChangeUp
85.71743,12.22867,6.24469,2329.771169,1.0,Cutter
76.62758,-8.95418,-23.78312,2141.290529,8.15,Slider
85.18731,12.32642,3.01658,2277.787995,12.3,Cutter
76.01891,-3.71874,-20.06328,2363.068012,8.3,Slider
86.49099,20.93064,11.11406,2277.177923,1.0,Fastball
85.74358,13.8095,3.41894,2388.219266,12.3,Cutter
84.74033,12.07024,-0.01413,2210.378778,12.0,Cutter
75.52502,-7.83989,-16.29316,2301.443377,8.0,Slider
81.82276,17.92757,9.22784,1211.311157,1.0,ChangeUp
84.97948,14.37087,-1.20299,2271.27375,11.45,Cutter
86.45277,16.52249,4.38264,2095.631922,12.3,Cutter
84.48614,16.00442,-4.32492,2262.87524,11.3,Cutter
75.80972,-5.65721,-17.32769,2321.987663,8.15,Slider
86.05607,19.41064,2.27791,2169.404522,12.15,Fastball
78.05546,-7.17339,-18.09741,2266.122821,8.0,Slider
84.85749,11.66367,-3.31977,2291.777243,11.3,Cutter
83.47539,11.77528,6.74965,1281.457515,1.0,ChangeUp
85.78222,18.30355,-3.19839,2300.308778,11.45,Cutter
86.93974,18.12757,4.34607,2258.404327,12.3,Fastball
83.49868,16.52973,11.52906,1272.223332,1.15,ChangeUp
81.69674,6.35764,17.47788,877.343518,2.3,ChangeUp
88.75577,15.62485,-20.28166,2026.680724,10.15,Fastball
77.76326,5.20075,8.21071,2127.07861,2.15,Slider
80.45137,3.01177,1.3228,2131.18187,1.3,Slider
79.43831,1.38339,4.15933,2138.148395,3.15,Slider
87.77215,15.21583,-19.32182,2069.326591,10.15,Fastball
88.6628,12.64552,-18.95418,2100.466253,10.0,Fastball
86.14526,11.47194,-21.17792,1942.788068,9.45,Fastball
87.58467,8.68623,-23.31363,1982.214768,9.3,Fastball
88.01419,16.72025,-16.70414,2047.62346,10.3,Fastball
87.628,16.8841,-16.47505,2135.935068,10.3,Fastball
88.62872,7.38339,-22.17517,2190.542332,9.3,Fastball
82.24374,8.91351,-11.47134,1340.725949,10.0,ChangeUp
88.22964,11.93516,-20.5845,2059.932303,10.0,Fastball
88.30516,12.90997,-19.12773,2032.752925,10.0,Fastball
81.24936,3.45008,0.24866,1990.421417,12.15,Slider
88.79357,11.81776,-17.73241,2002.205742,10.0,Fastball
82.36784,1.65685,-16.91851,1317.543764,9.0,ChangeUp
89.5011,13.67265,-20.56655,2142.087732,10.0,Fastball
86.26576,4.02784,-21.60466,2120.992367,9.15,Fastball
88.63569,12.7815,-21.19194,2205.581567,10.0,Fastball
87.65633,13.51702,-21.32336,2181.747882,10.0,Fastball
88.38789,13.26253,-18.13095,2162.598104,10.0,Fastball
87.2419,12.82505,-16.91544,2120.314363,10.15,Fastball
88.24477,11.96465,-17.86316,2181.347325,10.0,Fastball
87.12013,9.91453,-18.35556,2125.309362,9.45,Fastball
81.08936,2.06213,-19.17084,1407.718088,9.0,ChangeUp
87.6233,12.56595,-19.48627,2193.841197,10.0,Fastball
88.22981,13.45186,-17.67178,2119.943647,10.15,Fastball
89.21814,13.2578,-19.02501,2133.046532,10.0,Fastball
88.98523,12.19465,-19.61159,2129.934347,10.0,Fastball
85.7696,10.8628,-20.12796,1965.090693,9.45,Fastball
85.49435,8.77004,-18.43095,2002.614678,9.45,Fastball
87.68565,14.56446,-18.76233,2227.647309,10.15,Fastball
84.90049,10.0639,-9.62056,1954.880334,10.3,Fastball
86.9047,12.65725,-21.17773,2090.450983,10.0,Fastball
80.98151,4.35047,-2.28591,1853.516596,10.45,Slider
88.75281,12.48209,-18.52588,2072.019638,10.0,Fastball
87.93684,13.01528,-17.93005,2006.615901,10.0,Fastball
90.72847,14.8752,4.81051,1972.860236,12.45,Fastball
78.59876,-14.7578,-10.84804,2652.432356,7.0,Curveball
78.37198,-14.86202,-9.41729,2590.492089,7.0,Curveball
78.82435,-21.40631,-7.05457,2731.006205,6.3,Curveball
79.13456,-17.65029,-9.91075,2672.837152,7.0,Curveball
79.73734,-14.69891,-9.7163,2654.437285,7.0,Curveball
79.08982,-21.07859,-4.10418,2563.883355,6.15,Curveball
77.14367,-19.98635,-8.2876,2532.850266,6.45,Curveball
89.94808,21.83513,5.68437,2224.247253,12.3,Fastball
77.96301,-17.31623,-8.24772,2445.40144,6.45,Curveball
78.21668,-19.17934,-8.50398,2536.843764,6.45,Curveball
91.34453,17.94005,15.79446,2386.073462,1.3,Fastball
90.85277,19.48458,8.09497,2234.685086,12.45,Fastball
78.9771,-17.54107,-10.72453,2598.72009,7.0,Curveball
86.44764,16.93639,10.43316,2236.959975,1.15,Fastball
87.17486,20.08474,12.61331,2310.899425,1.15,Fastball
87.83923,19.47788,12.27323,2233.750725,1.15,Fastball
87.67589,17.60525,12.68568,2304.731321,1.15,Fastball
80.0742,5.65748,-4.47744,2477.486875,10.3,Cutter
79.77562,4.7604,-1.97725,2499.174355,11.0,Cutter
87.19837,21.78848,13.54292,2252.725872,1.0,Fastball
86.21359,20.52611,8.32493,2273.586796,12.45,Fastball
87.09168,20.6393,13.41568,2272.980434,1.15,Fastball
76.04991,14.51296,20.67399,2153.06692,2.0,ChangeUp
79.90332,9.39536,-3.91996,2358.460361,11.15,Cutter
88.16889,18.91686,12.26532,2258.358491,1.15,Fastball
87.19213,20.35316,5.4463,2267.223194,12.3,Fastball
80.54288,7.29733,1.22087,2512.835517,12.3,Cutter
76.02226,10.64182,20.22151,2192.58231,2.15,ChangeUp
87.59031,19.11375,4.49394,2328.988506,12.3,Fastball
87.88051,17.48792,9.99268,2240.684646,1.0,Fastball
88.06831,17.55682,10.44075,2259.439241,1.0,Fastball
87.7013,18.83895,7.8467,2242.19405,12.45,Fastball
88.56098,18.58442,12.59831,2258.90714,1.15,Fastball
75.5818,10.98697,21.56572,2220.053474,2.15,ChangeUp
80.84221,7.5939,1.45807,2458.847549,12.3,Cutter
87.73357,20.10119,11.69993,2355.376649,1.0,Fastball
73.52571,-19.90115,-9.76284,2924.365444,6.45,Curveball
76.27801,6.7002,19.66324,2195.065825,2.3,ChangeUp
73.33305,-20.43592,-12.4128,2906.161451,7.0,Curveball
88.26704,20.55442,14.99859,2373.705887,1.15,Fastball
88.42853,21.26635,14.28442,2362.325827,1.15,Fastball
76.72233,13.81237,23.5093,2277.7136,2.0,ChangeUp
88.57088,22.40816,15.14702,2347.151138,1.15,Fastball
75.66034,14.8515,16.97521,2361.469789,1.45,ChangeUp
73.51842,-18.65052,-14.93083,2879.873627,7.15,Curveball
88.61082,22.1945,15.5128,2358.988425,1.15,Fastball
75.58428,-19.10725,-15.16469,2976.941104,7.15,Curveball
85.97765,21.16741,9.7263,2111.239231,12.45,Fastball
80.10418,9.82749,-1.18055,2354.700732,11.45,Cutter
86.78325,21.73438,7.22874,2274.960164,12.45,Fastball
87.36951,19.70769,9.78501,2241.097122,1.0,Fastball
87.37309,21.00584,8.34465,2315.731193,12.45,Fastball
79.54482,5.83315,1.07661,2467.44387,12.3,Cutter
87.37695,20.86954,9.77733,2387.038863,1.0,Fastball
86.87959,19.54359,10.2139,2294.114279,1.0,Fastball
87.41118,20.59285,7.59359,2315.770614,12.45,Fastball
76.70939,16.26678,20.28875,2136.018363,1.45,ChangeUp
86.87944,16.148,12.99973,2293.512499,1.15,Fastball
86.00548,17.54584,8.61579,2190.483333,1.0,Fastball
78.19619,8.47284,-2.36874,2335.031185,11.3,Slider
79.41194,7.87772,0.48067,2423.93373,12.15,Slider
87.05947,20.43163,9.95567,2326.141196,1.0,Fastball
86.74937,22.82714,11.70016,2319.142193,1.0,Fastball
86.4502,19.38481,10.1317,2312.418909,1.0,Fastball
86.42512,20.91237,9.11221,2295.990991,12.45,Fastball
86.79122,22.92592,6.07969,2331.633352,12.3,Fastball
74.23282,11.82127,20.521,2109.806458,2.15,ChangeUp
75.23221,15.8578,22.22025,2138.56894,2.0,ChangeUp
75.63915,16.35965,19.55946,2158.578998,1.45,ChangeUp
87.53557,21.66663,12.84831,2285.843887,1.0,Fastball
87.89621,22.06958,12.73044,2382.118257,1.0,Fastball
76.96329,13.75855,20.5817,2148.96052,2.0,ChangeUp
85.85835,20.25052,9.98111,2136.120109,1.0,Fastball
86.09578,22.15627,8.98489,2084.022351,12.45,Fastball
86.94677,22.11316,10.54095,2121.763923,1.0,Fastball
86.13646,17.44678,9.32587,2176.086954,1.0,Fastball
76.20441,12.32497,21.35576,2002.693386,2.0,ChangeUp
87.54617,18.3521,10.55075,2210.731023,1.0,Fastball
87.71207,22.86265,10.6506,2168.1004,12.45,Fastball
81.41667,7.63182,0.09933,2475.965589,12.0,Cutter
88.35639,23.04592,2.70488,2277.400029,12.15,Fastball
79.20473,5.37823,-0.31224,2490.207543,11.45,Cutter
80.66778,10.8119,-5.23835,2487.29846,11.0,Cutter
86.68253,20.92584,11.93851,2239.349582,1.0,Fastball
80.38785,10.71119,1.14028,2426.886239,12.15,Cutter
75.84782,18.95422,17.52229,2183.372176,1.3,ChangeUp
79.62495,8.15768,-1.31567,2413.169771,11.3,Cutter
87.51125,16.51599,12.33453,2273.344373,1.15,Fastball
75.37308,12.7343,23.18076,2157.070169,2.15,ChangeUp
80.00393,8.50162,1.55744,2440.046371,12.3,Cutter
77.56964,7.30559,-2.05394,2387.567428,11.15,Cutter
84.6416,19.55911,14.2217,2106.223808,1.15,Fastball
78.63267,11.72646,-0.29941,2491.238914,12.0,Cutter
85.92879,19.96824,10.33099,2217.884381,1.0,Fastball
80.07274,8.50528,0.70756,2452.404562,12.15,Cutter
87.44679,21.45218,13.48879,2290.530847,1.0,Fastball
87.54183,19.17288,15.23036,2271.937034,1.15,Fastball
86.75389,20.80269,12.46595,2265.24476,1.0,Fastball
76.88089,13.37536,18.82895,2107.282354,2.0,ChangeUp
78.97593,9.94595,1.83453,2344.956436,12.3,Cutter
86.61755,20.54139,13.06552,2278.172186,1.15,Fastball
85.94245,20.93529,6.81099,2276.558402,12.45,Fastball
75.74692,15.37454,21.8056,2231.489195,2.0,ChangeUp
86.57952,21.98482,9.67221,2181.709694,12.45,Fastball
86.17416,21.56222,6.73276,2310.06267,12.3,Fastball
86.06915,18.97194,11.43292,2322.96646,1.0,Fastball
85.55057,21.28104,12.02883,2249.650202,1.0,Fastball
78.44018,8.82111,1.17122,2454.129055,12.15,Cutter
86.73388,20.54489,10.32753,2350.556763,1.0,Fastball
77.18444,15.30028,18.78064,2216.418861,1.45,ChangeUp
74.39629,11.98355,20.01497,2086.509624,2.0,ChangeUp
85.45602,22.93627,5.68036,2097.183181,12.3,Fastball
85.54714,15.16757,16.55635,2125.209947,1.45,Fastball
82.25295,-1.38465,-7.34528,2252.56832,8.15,Cutter
80.44125,-0.81949,-7.7389,2147.200826,8.3,Cutter
90.45824,17.05367,7.59666,1934.152483,12.45,Fastball
90.06311,21.46883,7.8417,2084.737389,12.45,Fastball
89.81349,20.9134,6.99847,2131.692487,12.45,Fastball
83.15243,3.83709,-4.20358,2317.859575,10.0,Cutter
89.46869,16.2995,14.7058,2007.577564,1.3,Fastball
89.05098,18.03017,11.0952,2001.380191,1.0,Fastball
82.21402,-1.47536,-9.9163,2280.637052,8.3,Cutter
89.34624,18.26178,12.94591,2001.983803,1.15,Fastball
82.00993,-0.55339,-6.81268,2069.209539,8.3,Cutter
80.67737,-1.59185,-6.89733,2196.787272,8.15,Cutter
89.78365,13.9278,16.26824,1958.520891,1.45,Fastball
88.1792,11.73379,17.05918,2017.066631,2.0,Fastball
88.99773,11.77957,17.0569,1951.483835,2.0,Fastball
88.90574,12.30753,16.76214,1948.872838,2.0,Fastball
89.47536,14.21257,20.78584,1977.333555,2.0,Fastball
89.01154,19.28454,7.59433,1992.423715,12.45,Fastball
89.46419,16.89446,9.56867,1952.88639,1.0,Fastball
80.13983,-0.12264,-6.47957,2083.93049,8.3,Cutter
81.36631,3.27012,-5.30886,1999.825553,9.3,Cutter
81.34572,4.50445,-5.9137,2145.629951,10.0,Cutter
90.07842,17.8958,6.97918,2361.886069,12.45,Fastball
89.68591,19.42166,8.22225,2375.639199,12.45,Fastball
85.20968,0.31098,-2.90028,2512.143736,8.3,Cutter
83.42416,-3.44075,-1.58067,2535.505969,6.3,Cutter
91.11397,19.77186,8.13485,2532.723483,12.45,Fastball
90.44196,20.19682,4.81394,2462.635775,12.3,Fastball
90.79795,17.03977,9.79993,2277.942478,1.0,Fastball
87.05143,20.93568,-10.27422,2329.165952,11.0,Fastball
86.02064,20.52663,-9.35359,2303.235027,11.15,Fastball
86.66599,20.73477,-12.10182,2335.859708,11.0,Fastball
80.37988,12.63599,-15.04843,1736.231094,10.15,ChangeUp
86.01079,19.42485,-14.08115,2155.027396,10.45,Fastball
86.09579,22.36891,-8.1513,2106.947635,11.15,Fastball
86.63523,21.59359,-10.28595,2275.367738,11.0,Fastball
87.22716,24.46167,-7.60331,2273.644995,11.3,Fastball
87.42536,18.65525,-13.43095,2268.547243,10.45,Fastball
86.85699,20.14627,-12.16186,2242.207979,11.0,Fastball
86.95702,19.06832,-13.00272,2276.155932,10.45,Fastball
86.12261,22.37131,-9.96867,2220.644833,11.15,Fastball
79.18023,12.51934,-15.64812,1685.49877,10.15,ChangeUp
87.06644,20.85816,-12.47635,2178.363718,11.0,Fastball
79.53199,12.26276,-16.74119,1675.826946,10.0,ChangeUp
88.16706,21.00163,-11.46918,2172.913427,11.0,Fastball
86.43451,22.00576,-10.07878,2247.119481,11.15,Fastball
